timestamp	ch1	ch2	ch3	ch4	ch5	ch6	ch7	ch8	ch9	ch10	ch11	ch12	ch13	ch14	ch15	ch16
1744400065.264000	0.000128	0.000053	0.000047	0.014750	0.016858	0.031022	0.029439	0.024968	0.019616	0.025424	0.034239	0.020928	0.017379	0.022763	0.019183	0.015879
1744400065.268000	0.000128	0.000054	0.000047	0.014756	0.016857	0.031023	0.029438	0.024965	0.019613	0.025420	0.034235	0.020933	0.017382	0.022763	0.019179	0.015888
1744400065.272000	0.000120	0.000044	0.000042	0.014758	0.016857	0.031037	0.029441	0.024968	0.019612	0.025417	0.034231	0.020934	0.017383	0.022776	0.019185	0.015918
1744400065.276000	0.000121	0.000046	0.000043	0.014764	0.016861	0.031051	0.029445	0.024972	0.019609	0.025413	0.034234	0.020939	0.017384	0.022786	0.019193	0.015937
1744400065.280000	0.000134	0.000059	0.000044	0.014757	0.016859	0.031032	0.029441	0.024961	0.019599	0.025401	0.034240	0.020932	0.017381	0.022772	0.019180	0.015912
1744400065.284000	0.000136	0.000055	0.000044	0.014758	0.016867	0.031025	0.029448	0.024965	0.019600	0.025405	0.034247	0.020935	0.017384	0.022768	0.019179	0.015896
1744400065.288000	0.000126	0.000044	0.000039	0.014759	0.016867	0.031031	0.029450	0.024973	0.019598	0.025405	0.034242	0.020934	0.017384	0.022775	0.019184	0.015893
1744400065.292000	0.000118	0.000039	0.000047	0.014767	0.016873	0.031055	0.029452	0.024988	0.019597	0.025410	0.034243	0.020936	0.017392	0.022795	0.019196	0.015917
1744400065.296000	0.000119	0.000044	0.000046	0.014769	0.016863	0.031059	0.029445	0.024987	0.019586	0.025403	0.034246	0.020930	0.017390	0.022800	0.019196	0.015931
1744400065.300000	0.000131	0.000050	0.000048	0.014759	0.016864	0.031041	0.029444	0.024980	0.019582	0.025397	0.034255	0.020925	0.017387	0.022788	0.019190	0.015912
1744400065.304000	0.000134	0.000054	0.000055	0.014758	0.016872	0.031032	0.029453	0.024983	0.019588	0.025403	0.034265	0.020929	0.017388	0.022783	0.019193	0.015898
1744400065.308000	0.000128	0.000040	0.000055	0.014758	0.016876	0.031038	0.029455	0.024990	0.019582	0.025405	0.034266	0.020928	0.017390	0.022789	0.019199	0.015896
1744400065.312000	0.000131	0.000033	0.000053	0.014759	0.016871	0.031050	0.029448	0.024993	0.019579	0.025404	0.034258	0.020921	0.017392	0.022796	0.019201	0.015912
1744400065.316000	0.000128	0.000044	0.000050	0.014769	0.016867	0.031057	0.029443	0.024991	0.019579	0.025401	0.034254	0.020927	0.017393	0.022800	0.019201	0.015935
1744400065.320000	0.000127	0.000051	0.000042	0.014762	0.016856	0.031037	0.029432	0.024973	0.019572	0.025388	0.034247	0.020920	0.017385	0.022783	0.019185	0.015914
1744400065.324000	0.000127	0.000051	0.000046	0.014760	0.016859	0.031027	0.029435	0.024969	0.019582	0.025392	0.034249	0.020920	0.017385	0.022774	0.019182	0.015889
1744400065.328000	0.000122	0.000047	0.000047	0.014771	0.016863	0.031034	0.029441	0.024974	0.019593	0.025397	0.034245	0.020925	0.017388	0.022780	0.019187	0.015895
1744400065.332000	0.000117	0.000047	0.000039	0.014775	0.016860	0.031045	0.029439	0.024976	0.019597	0.025393	0.034237	0.020926	0.017387	0.022789	0.019192	0.015916
1744400065.336000	0.000121	0.000046	0.000043	0.014784	0.016868	0.031062	0.029446	0.024987	0.019612	0.025402	0.034239	0.020934	0.017391	0.022806	0.019203	0.015939
1744400065.340000	0.000131	0.000048	0.000049	0.014783	0.016871	0.031052	0.029452	0.024986	0.019623	0.025407	0.034239	0.020935	0.017391	0.022800	0.019201	0.015921
1744400065.344000	0.000125	0.000047	0.000054	0.014785	0.016879	0.031046	0.029460	0.024990	0.019633	0.025419	0.034252	0.020944	0.017393	0.022799	0.019203	0.015909
1744400065.348000	0.000120	0.000039	0.000048	0.014782	0.016878	0.031047	0.029460	0.024992	0.019636	0.025423	0.034243	0.020946	0.017392	0.022798	0.019205	0.015910
1744400065.352000	0.000117	0.000038	0.000052	0.014794	0.016885	0.031071	0.029468	0.025008	0.019644	0.025436	0.034250	0.020954	0.017398	0.022813	0.019218	0.015936
1744400065.356000	0.000123	0.000041	0.000050	0.014793	0.016882	0.031076	0.029468	0.025012	0.019638	0.025436	0.034248	0.020956	0.017397	0.022815	0.019221	0.015955
1744400065.360000	0.000126	0.000044	0.000050	0.014785	0.016883	0.031059	0.029472	0.025009	0.019641	0.025440	0.034254	0.020952	0.017393	0.022802	0.019217	0.015938
1744400065.364000	0.000127	0.000043	0.000059	0.014785	0.016902	0.031058	0.029494	0.025026	0.019660	0.025459	0.034272	0.020963	0.017398	0.022803	0.019231	0.015928
1744400065.368000	0.000123	0.000039	0.000058	0.014784	0.016904	0.031063	0.029496	0.025030	0.019652	0.025459	0.034278	0.020958	0.017399	0.022807	0.019233	0.015929
1744400065.372000	0.000126	0.000034	0.000056	0.014786	0.016904	0.031078	0.029495	0.025039	0.019649	0.025464	0.034283	0.020960	0.017400	0.022818	0.019239	0.015950
1744400065.376000	0.000124	0.000033	0.000052	0.014792	0.016904	0.031087	0.029494	0.025044	0.019648	0.025465	0.034288	0.020963	0.017403	0.022825	0.019246	0.015973
1744400065.380000	0.000129	0.000043	0.000041	0.014788	0.016898	0.031068	0.029484	0.025026	0.019638	0.025453	0.034286	0.020957	0.017398	0.022807	0.019229	0.015959
1744400065.384000	0.000133	0.000048	0.000050	0.014785	0.016901	0.031055	0.029485	0.025019	0.019639	0.025449	0.034288	0.020953	0.017399	0.022800	0.019222	0.015931
1744400065.388000	0.000128	0.000043	0.000054	0.014785	0.016904	0.031061	0.029487	0.025020	0.019634	0.025446	0.034288	0.020949	0.017404	0.022808	0.019226	0.015927
1744400065.392000	0.000122	0.000033	0.000051	0.014790	0.016899	0.031075	0.029480	0.025021	0.019620	0.025435	0.034277	0.020945	0.017404	0.022819	0.019230	0.015940
1744400065.396000	0.000123	0.000038	0.000045	0.014794	0.016892	0.031082	0.029473	0.025019	0.019608	0.025426	0.034266	0.020945	0.017404	0.022824	0.019229	0.015953
1744400065.400000	0.000116	0.000035	0.000044	0.014786	0.016894	0.031072	0.029477	0.025016	0.019614	0.025426	0.034267	0.020946	0.017403	0.022821	0.019228	0.015945
1744400065.404000	0.000125	0.000039	0.000047	0.014778	0.016896	0.031058	0.029480	0.025011	0.019616	0.025424	0.034266	0.020943	0.017402	0.022811	0.019220	0.015919
1744400065.408000	0.000122	0.000032	0.000050	0.014781	0.016902	0.031068	0.029486	0.025021	0.019621	0.025426	0.034265	0.020946	0.017407	0.022820	0.019228	0.015921
1744400065.412000	0.000116	0.000032	0.000043	0.014791	0.016898	0.031087	0.029484	0.025033	0.019623	0.025431	0.034260	0.020954	0.017411	0.022832	0.019236	0.015948
1744400065.416000	0.000112	0.000031	0.000040	0.014797	0.016899	0.031104	0.029487	0.025046	0.019624	0.025438	0.034255	0.020962	0.017413	0.022842	0.019247	0.015969
1744400065.420000	0.000117	0.000037	0.000042	0.014792	0.016904	0.031093	0.029492	0.025049	0.019638	0.025448	0.034259	0.020965	0.017411	0.022837	0.019249	0.015962
1744400065.424000	0.000114	0.000035	0.000044	0.014792	0.016907	0.031082	0.029497	0.025048	0.019642	0.025454	0.034260	0.020969	0.017412	0.022828	0.019245	0.015940
1744400065.428000	0.000117	0.000034	0.000043	0.014792	0.016909	0.031084	0.029499	0.025047	0.019646	0.025452	0.034254	0.020967	0.017413	0.022829	0.019246	0.015938
1744400065.432000	0.000114	0.000029	0.000047	0.014792	0.016918	0.031095	0.029500	0.025049	0.019649	0.025452	0.034247	0.020963	0.017415	0.022838	0.019252	0.015952
1744400065.436000	0.000111	0.000030	0.000030	0.014800	0.016901	0.031111	0.029503	0.025062	0.019665	0.025467	0.034254	0.020978	0.017417	0.022849	0.019264	0.015981
1744400065.440000	0.000110	0.000029	0.000038	0.014794	0.016915	0.031100	0.029513	0.025062	0.019674	0.025474	0.034262	0.020979	0.017419	0.022846	0.019266	0.015967
1744400065.444000	0.000109	0.000032	0.000038	0.014789	0.016918	0.031087	0.029516	0.025062	0.019679	0.025477	0.034271	0.020980	0.017418	0.022837	0.019267	0.015953
1744400065.448000	0.000115	0.000039	0.000031	0.014786	0.016918	0.031087	0.029514	0.025060	0.019676	0.025477	0.034273	0.020975	0.017418	0.022837	0.019264	0.015944
1744400065.452000	0.000117	0.000029	0.000027	0.014792	0.016919	0.031104	0.029516	0.025069	0.019677	0.025482	0.034278	0.020978	0.017421	0.022850	0.019272	0.015969
1744400065.456000	0.000109	0.000030	0.000034	0.014798	0.016921	0.031115	0.029516	0.025077	0.019675	0.025489	0.034287	0.020981	0.017423	0.022859	0.019278	0.015991
1744400065.460000	0.000108	0.000027	0.000036	0.014789	0.016922	0.031100	0.029517	0.025067	0.019673	0.025484	0.034296	0.020978	0.017419	0.022848	0.019267	0.015971
1744400065.464000	0.000113	0.000030	0.000039	0.014786	0.016926	0.031085	0.029516	0.025056	0.019666	0.025472	0.034303	0.020976	0.017419	0.022837	0.019256	0.015950
1744400065.468000	0.000116	0.000027	0.000035	0.014785	0.016922	0.031083	0.029510	0.025051	0.019654	0.025467	0.034300	0.020972	0.017417	0.022833	0.019249	0.015950
1744400065.472000	0.000113	0.000029	0.000026	0.014790	0.016913	0.031092	0.029502	0.025049	0.019641	0.025459	0.034290	0.020970	0.017417	0.022838	0.019245	0.015967
1744400065.476000	0.000098	0.000025	0.000024	0.014798	0.016916	0.031106	0.029507	0.025055	0.019649	0.025464	0.034286	0.020969	0.017423	0.022851	0.019255	0.015981
1744400065.480000	0.000096	0.000029	0.000029	0.014794	0.016922	0.031093	0.029511	0.025047	0.019648	0.025455	0.034294	0.020968	0.017423	0.022844	0.019249	0.015968
1744400065.484000	0.000115	0.000035	0.000036	0.014787	0.016920	0.031069	0.029500	0.025028	0.019631	0.025441	0.034290	0.020961	0.017419	0.022823	0.019228	0.015946
1744400065.488000	0.000108	0.000029	0.000037	0.014789	0.016926	0.031072	0.029499	0.025029	0.019626	0.025434	0.034285	0.020958	0.017423	0.022827	0.019228	0.015937
1744400065.492000	0.000100	0.000021	0.000023	0.014802	0.016912	0.031094	0.029500	0.025042	0.019634	0.025442	0.034281	0.020964	0.017425	0.022845	0.019240	0.015965
1744400065.496000	0.000098	0.000019	0.000025	0.014802	0.016915	0.031099	0.029501	0.025046	0.019633	0.025438	0.034277	0.020963	0.017425	0.022850	0.019245	0.015978
1744400065.500000	0.000103	0.000021	0.000028	0.014799	0.016917	0.031087	0.029503	0.025040	0.019639	0.025437	0.034277	0.020964	0.017422	0.022840	0.019240	0.015966
1744400065.504000	0.000098	0.000025	0.000027	0.014804	0.016922	0.031079	0.029510	0.025038	0.019642	0.025433	0.034281	0.020967	0.017424	0.022836	0.019241	0.015948
1744400065.508000	0.000095	0.000022	0.000024	0.014806	0.016922	0.031086	0.029514	0.025044	0.019643	0.025432	0.034280	0.020973	0.017428	0.022841	0.019247	0.015953
1744400065.512000	0.000089	0.000019	0.000016	0.014809	0.016919	0.031099	0.029514	0.025051	0.019637	0.025430	0.034271	0.020975	0.017426	0.022852	0.019255	0.015974
1744400065.516000	0.000094	0.000018	0.000019	0.014816	0.016927	0.031117	0.029522	0.025067	0.019648	0.025444	0.034275	0.020979	0.017428	0.022868	0.019272	0.015993
1744400065.520000	0.000092	0.000012	0.000027	0.014811	0.016937	0.031109	0.029534	0.025074	0.019657	0.025454	0.034275	0.020977	0.017431	0.022870	0.019279	0.015976
1744400065.524000	0.000099	0.000016	0.000027	0.014804	0.016936	0.031094	0.029532	0.025070	0.019654	0.025457	0.034271	0.020974	0.017430	0.022860	0.019276	0.015951
1744400065.528000	0.000090	0.000012	0.000019	0.014802	0.016928	0.031097	0.029525	0.025070	0.019651	0.025457	0.034261	0.020974	0.017429	0.022855	0.019274	0.015953
1744400065.532000	0.000084	0.000021	0.000013	0.014810	0.016925	0.031114	0.029523	0.025080	0.019656	0.025467	0.034256	0.020979	0.017431	0.022865	0.019282	0.015981
1744400065.536000	0.000078	0.000017	0.000012	0.014814	0.016927	0.031125	0.029526	0.025084	0.019666	0.025474	0.034262	0.020979	0.017431	0.022874	0.019288	0.015996
1744400065.540000	0.000088	0.000016	0.000014	0.014798	0.016925	0.031101	0.029520	0.025066	0.019664	0.025465	0.034267	0.020967	0.017423	0.022856	0.019273	0.015971
1744400065.544000	0.000091	0.000019	0.000023	0.014794	0.016939	0.031091	0.029528	0.025063	0.019673	0.025468	0.034278	0.020967	0.017425	0.022848	0.019267	0.015958
1744400065.548000	0.000091	0.000019	0.000009	0.014794	0.016920	0.031093	0.029520	0.025065	0.019670	0.025470	0.034285	0.020964	0.017422	0.022845	0.019264	0.015961
1744400065.552000	0.000087	0.000016	0.000009	0.014795	0.016925	0.031108	0.029519	0.025074	0.019667	0.025474	0.034285	0.020961	0.017422	0.022857	0.019270	0.015981
1744400065.556000	0.000078	0.000006	0.000012	0.014802	0.016937	0.031127	0.029526	0.025090	0.019675	0.025489	0.034298	0.020969	0.017430	0.022875	0.019286	0.015999
1744400065.560000	0.000077	0.000000	0.000011	0.014794	0.016933	0.031116	0.029528	0.025085	0.019674	0.025485	0.034306	0.020969	0.017426	0.022866	0.019280	0.015983
1744400065.564000	0.000086	0.000009	0.000012	0.014790	0.016932	0.031099	0.029526	0.025075	0.019670	0.025476	0.034309	0.020975	0.017421	0.022849	0.019268	0.015973
1744400065.568000	0.000092	0.000029	0.000005	0.014788	0.016922	0.031092	0.029515	0.025066	0.019656	0.025463	0.034295	0.020971	0.017416	0.022839	0.019257	0.015972
1744400065.572000	0.000081	0.000016	0.000001	0.014789	0.016923	0.031108	0.029521	0.025076	0.019662	0.025468	0.034289	0.020971	0.017419	0.022858	0.019271	0.015993
1744400065.576000	0.000075	0.000018	-0.000002	0.014796	0.016932	0.031126	0.029530	0.025087	0.019671	0.025473	0.034294	0.020978	0.017425	0.022872	0.019282	0.016012
1744400065.580000	0.000079	0.000022	0.000000	0.014790	0.016930	0.031111	0.029528	0.025074	0.019668	0.025460	0.034298	0.020973	0.017422	0.022860	0.019269	0.015995
1744400065.584000	0.000089	0.000015	0.000014	0.014778	0.016935	0.031094	0.029531	0.025067	0.019671	0.025456	0.034302	0.020968	0.017422	0.022849	0.019263	0.015972
1744400065.588000	0.000079	0.000006	0.000015	0.014772	0.016934	0.031092	0.029529	0.025065	0.019665	0.025450	0.034291	0.020965	0.017422	0.022849	0.019262	0.015966
1744400065.592000	0.000076	0.000009	0.000011	0.014779	0.016931	0.031110	0.029527	0.025072	0.019669	0.025454	0.034291	0.020969	0.017424	0.022859	0.019269	0.015991
1744400065.596000	0.000075	0.000007	0.000019	0.014776	0.016939	0.031119	0.029528	0.025078	0.019667	0.025456	0.034285	0.020964	0.017426	0.022869	0.019276	0.016000
1744400065.600000	0.000073	-0.000001	0.000013	0.014771	0.016935	0.031115	0.029534	0.025082	0.019682	0.025465	0.034295	0.020965	0.017426	0.022869	0.019281	0.015985
1744400065.604000	0.000077	0.000003	0.000020	0.014769	0.016939	0.031104	0.029538	0.025081	0.019684	0.025468	0.034294	0.020969	0.017429	0.022863	0.019280	0.015971
1744400065.608000	0.000077	0.000010	0.000012	0.014764	0.016926	0.031098	0.029524	0.025075	0.019664	0.025460	0.034276	0.020964	0.017424	0.022852	0.019268	0.015969
1744400065.612000	0.000065	0.000013	0.000010	0.014774	0.016923	0.031117	0.029523	0.025084	0.019662	0.025464	0.034265	0.020966	0.017428	0.022866	0.019278	0.015988
1744400065.616000	0.000057	0.000008	0.000010	0.014779	0.016925	0.031128	0.029524	0.025089	0.019660	0.025469	0.034268	0.020973	0.017433	0.022877	0.019283	0.016012
1744400065.620000	0.000072	0.000014	0.000005	0.014764	0.016916	0.031105	0.029513	0.025072	0.019636	0.025456	0.034263	0.020961	0.017424	0.022856	0.019266	0.015988
1744400065.624000	0.000073	0.000011	0.000013	0.014760	0.016925	0.031096	0.029522	0.025075	0.019642	0.025461	0.034271	0.020963	0.017426	0.022852	0.019269	0.015965
1744400065.628000	0.000065	0.000006	0.000015	0.014763	0.016931	0.031104	0.029530	0.025085	0.019645	0.025466	0.034269	0.020965	0.017430	0.022858	0.019277	0.015964
1744400065.632000	0.000062	0.000008	0.000011	0.014767	0.016926	0.031115	0.029524	0.025087	0.019640	0.025461	0.034265	0.020963	0.017430	0.022863	0.019277	0.015984
1744400065.636000	0.000063	0.000005	0.000012	0.014767	0.016925	0.031122	0.029522	0.025089	0.019641	0.025463	0.034268	0.020967	0.017429	0.022867	0.019280	0.016002
1744400065.640000	0.000063	-0.000002	0.000020	0.014760	0.016932	0.031109	0.029529	0.025085	0.019649	0.025469	0.034282	0.020967	0.017433	0.022864	0.019278	0.015989
1744400065.644000	0.000066	-0.000002	0.000025	0.014756	0.016943	0.031099	0.029539	0.025084	0.019665	0.025475	0.034295	0.020970	0.017433	0.022859	0.019276	0.015974
1744400065.648000	0.000068	0.000003	0.000025	0.014760	0.016943	0.031102	0.029538	0.025086	0.019672	0.025479	0.034298	0.020973	0.017433	0.022858	0.019276	0.015979
1744400065.652000	0.000070	0.000010	0.000018	0.014766	0.016929	0.031114	0.029526	0.025089	0.019667	0.025478	0.034293	0.020980	0.017432	0.022862	0.019274	0.016006
1744400065.656000	0.000065	0.000014	0.000017	0.014775	0.016930	0.031131	0.029529	0.025100	0.019680	0.025482	0.034299	0.020987	0.017435	0.022875	0.019285	0.016037
1744400065.660000	0.000060	0.000016	0.000020	0.014777	0.016940	0.031125	0.029539	0.025102	0.019695	0.025495	0.034307	0.020989	0.017438	0.022873	0.019287	0.016024
1744400065.664000	0.000062	0.000013	0.000031	0.014772	0.016953	0.031106	0.029543	0.025093	0.019694	0.025485	0.034320	0.020981	0.017436	0.022860	0.019279	0.015997
1744400065.668000	0.000072	0.000017	0.000017	0.014772	0.016936	0.031099	0.029535	0.025085	0.019682	0.025477	0.034323	0.020975	0.017432	0.022853	0.019271	0.015995
1744400065.672000	0.000067	0.000015	0.000014	0.014775	0.016932	0.031111	0.029531	0.025087	0.019680	0.025475	0.034314	0.020971	0.017433	0.022861	0.019275	0.016013
1744400065.676000	0.000065	0.000012	0.000011	0.014780	0.016936	0.031125	0.029534	0.025096	0.019683	0.025478	0.034312	0.020971	0.017433	0.022873	0.019284	0.016028
1744400065.680000	0.000070	0.000011	0.000014	0.014772	0.016946	0.031115	0.029543	0.025095	0.019686	0.025478	0.034324	0.020971	0.017433	0.022869	0.019284	0.016018
1744400065.684000	0.000072	0.000006	0.000024	0.014766	0.016951	0.031100	0.029548	0.025092	0.019691	0.025482	0.034327	0.020971	0.017434	0.022859	0.019279	0.015998
1744400065.688000	0.000070	0.000007	0.000030	0.014770	0.016956	0.031106	0.029552	0.025096	0.019686	0.025478	0.034328	0.020975	0.017439	0.022866	0.019282	0.015995
1744400065.692000	0.000064	0.000012	0.000023	0.014774	0.016951	0.031118	0.029544	0.025095	0.019672	0.025469	0.034313	0.020976	0.017437	0.022872	0.019281	0.016017
1744400065.696000	0.000061	0.000015	0.000019	0.014778	0.016951	0.031125	0.029543	0.025095	0.019668	0.025463	0.034310	0.020979	0.017438	0.022879	0.019287	0.016038
1744400065.700000	0.000069	0.000022	0.000022	0.014773	0.016952	0.031111	0.029544	0.025086	0.019666	0.025457	0.034313	0.020977	0.017435	0.022868	0.019280	0.016021
1744400065.704000	0.000072	0.000016	0.000029	0.014769	0.016963	0.031107	0.029556	0.025093	0.019674	0.025466	0.034321	0.020984	0.017439	0.022867	0.019286	0.016009
1744400065.708000	0.000062	0.000000	0.000026	0.014767	0.016963	0.031111	0.029558	0.025098	0.019676	0.025468	0.034319	0.020978	0.017441	0.022869	0.019292	0.015997
1744400065.712000	0.000060	-0.000001	0.000026	0.014774	0.016962	0.031128	0.029555	0.025103	0.019671	0.025468	0.034315	0.020981	0.017444	0.022880	0.019295	0.016021
1744400065.716000	0.000065	0.000009	0.000018	0.014775	0.016950	0.031130	0.029540	0.025097	0.019653	0.025461	0.034306	0.020985	0.017441	0.022878	0.019289	0.016040
1744400065.720000	0.000070	0.000022	0.000018	0.014772	0.016950	0.031119	0.029539	0.025096	0.019653	0.025468	0.034310	0.020987	0.017436	0.022867	0.019284	0.016025
1744400065.724000	0.000065	0.000017	0.000026	0.014771	0.016961	0.031111	0.029546	0.025101	0.019664	0.025479	0.034313	0.020987	0.017440	0.022862	0.019287	0.016013
1744400065.728000	0.000065	0.000022	0.000011	0.014774	0.016946	0.031116	0.029542	0.025102	0.019662	0.025480	0.034320	0.020989	0.017438	0.022861	0.019285	0.016007
1744400065.732000	0.000058	0.000013	0.000011	0.014780	0.016948	0.031132	0.029540	0.025110	0.019660	0.025483	0.034319	0.020990	0.017440	0.022873	0.019292	0.016029
1744400065.736000	0.000063	0.000011	0.000014	0.014780	0.016952	0.031144	0.029542	0.025115	0.019659	0.025489	0.034321	0.020988	0.017444	0.022884	0.019298	0.016048
1744400065.740000	0.000066	0.000017	0.000013	0.014777	0.016952	0.031130	0.029545	0.025108	0.019666	0.025489	0.034326	0.020988	0.017442	0.022875	0.019291	0.016032
1744400065.744000	0.000072	0.000016	0.000019	0.014773	0.016959	0.031117	0.029553	0.025105	0.019677	0.025491	0.034330	0.020986	0.017443	0.022867	0.019290	0.016015
1744400065.748000	0.000068	0.000015	0.000025	0.014776	0.016971	0.031122	0.029568	0.025116	0.019695	0.025497	0.034333	0.020984	0.017450	0.022874	0.019300	0.016007
1744400065.752000	0.000056	0.000008	0.000018	0.014773	0.016968	0.031130	0.029566	0.025113	0.019697	0.025491	0.034330	0.020976	0.017449	0.022880	0.019302	0.016023
1744400065.756000	0.000073	0.000020	0.000020	0.014774	0.016967	0.031136	0.029562	0.025109	0.019689	0.025484	0.034334	0.020971	0.017448	0.022884	0.019300	0.016041
1744400065.760000	0.000075	0.000013	0.000024	0.014770	0.016973	0.031128	0.029569	0.025108	0.019698	0.025486	0.034339	0.020972	0.017448	0.022883	0.019302	0.016033
1744400065.764000	0.000071	0.000011	0.000030	0.014768	0.016983	0.031123	0.029580	0.025113	0.019712	0.025490	0.034348	0.020974	0.017452	0.022882	0.019305	0.016016
1744400065.768000	0.000071	0.000004	0.000027	0.014762	0.016981	0.031118	0.029577	0.025110	0.019707	0.025485	0.034348	0.020968	0.017451	0.022878	0.019304	0.016004
1744400065.772000	0.000068	0.000007	0.000024	0.014772	0.016981	0.031138	0.029578	0.025119	0.019709	0.025487	0.034342	0.020973	0.017454	0.022892	0.019311	0.016028
1744400065.776000	0.000066	0.000009	0.000025	0.014773	0.016980	0.031142	0.029568	0.025113	0.019696	0.025472	0.034330	0.020977	0.017452	0.022891	0.019306	0.016050
1744400065.780000	0.000069	0.000020	0.000014	0.014769	0.016963	0.031127	0.029560	0.025102	0.019695	0.025463	0.034329	0.020983	0.017448	0.022880	0.019296	0.016042
1744400065.784000	0.000071	0.000020	0.000021	0.014771	0.016971	0.031118	0.029565	0.025101	0.019693	0.025461	0.034333	0.020988	0.017454	0.022876	0.019293	0.016026
1744400065.788000	0.000068	0.000017	0.000017	0.014771	0.016969	0.031120	0.029562	0.025097	0.019690	0.025459	0.034328	0.020983	0.017455	0.022877	0.019289	0.016017
1744400065.792000	0.000067	0.000013	0.000015	0.014773	0.016968	0.031133	0.029558	0.025103	0.019682	0.025455	0.034320	0.020980	0.017457	0.022887	0.019294	0.016034
1744400065.796000	0.000059	0.000007	0.000017	0.014775	0.016971	0.031145	0.029561	0.025112	0.019683	0.025458	0.034325	0.020985	0.017461	0.022897	0.019303	0.016053
1744400065.800000	0.000063	0.000013	0.000007	0.014769	0.016968	0.031129	0.029557	0.025102	0.019676	0.025455	0.034319	0.020983	0.017455	0.022883	0.019292	0.016040
1744400065.804000	0.000064	0.000017	0.000010	0.014770	0.016973	0.031122	0.029563	0.025104	0.019680	0.025460	0.034321	0.020988	0.017457	0.022879	0.019292	0.016023
1744400065.808000	0.000060	0.000019	0.000016	0.014769	0.016975	0.031125	0.029565	0.025105	0.019674	0.025460	0.034324	0.020984	0.017456	0.022877	0.019293	0.016018
1744400065.812000	0.000057	0.000008	0.000016	0.014771	0.016973	0.031140	0.029563	0.025114	0.019669	0.025465	0.034324	0.020983	0.017458	0.022891	0.019301	0.016037
1744400065.816000	0.000061	0.000010	0.000018	0.014778	0.016976	0.031150	0.029564	0.025119	0.019668	0.025469	0.034325	0.020983	0.017462	0.022904	0.019306	0.016052
1744400065.820000	0.000065	0.000014	0.000019	0.014776	0.016977	0.031138	0.029567	0.025115	0.019672	0.025471	0.034330	0.020978	0.017461	0.022898	0.019304	0.016028
1744400065.824000	0.000064	0.000012	0.000022	0.014776	0.016986	0.031133	0.029580	0.025122	0.019682	0.025485	0.034341	0.020982	0.017465	0.022897	0.019311	0.016015
1744400065.828000	0.000059	0.000003	0.000017	0.014771	0.016983	0.031133	0.029579	0.025125	0.019676	0.025484	0.034335	0.020980	0.017462	0.022896	0.019313	0.016017
1744400065.832000	0.000055	0.000004	0.000022	0.014781	0.016990	0.031150	0.029582	0.025135	0.019679	0.025488	0.034335	0.020989	0.017467	0.022908	0.019321	0.016041
1744400065.836000	0.000058	0.000012	0.000007	0.014786	0.016977	0.031162	0.029577	0.025141	0.019677	0.025492	0.034335	0.020995	0.017465	0.022912	0.019327	0.016064
1744400065.840000	0.000060	0.000015	0.000007	0.014784	0.016980	0.031150	0.029578	0.025136	0.019678	0.025491	0.034334	0.020995	0.017463	0.022904	0.019323	0.016051
1744400065.844000	0.000056	0.000016	0.000009	0.014784	0.016988	0.031140	0.029587	0.025137	0.019691	0.025497	0.034337	0.020997	0.017463	0.022899	0.019324	0.016032
1744400065.848000	0.000053	0.000017	0.000008	0.014785	0.016985	0.031142	0.029586	0.025136	0.019690	0.025492	0.034341	0.020994	0.017465	0.022900	0.019324	0.016029
1744400065.852000	0.000061	0.000012	0.000003	0.014780	0.016979	0.031145	0.029574	0.025126	0.019680	0.025477	0.034336	0.020985	0.017463	0.022900	0.019318	0.016046
1744400065.856000	0.000060	0.000008	0.000000	0.014784	0.016977	0.031154	0.029574	0.025129	0.019687	0.025474	0.034338	0.020983	0.017465	0.022908	0.019323	0.016067
1744400065.860000	0.000058	0.000010	-0.000002	0.014782	0.016975	0.031141	0.029571	0.025118	0.019685	0.025465	0.034336	0.020985	0.017461	0.022897	0.019312	0.016058
1744400065.864000	0.000059	0.000014	-0.000002	0.014784	0.016978	0.031136	0.029577	0.025117	0.019697	0.025466	0.034344	0.020987	0.017463	0.022892	0.019310	0.016042
1744400065.868000	0.000054	0.000013	-0.000001	0.014789	0.016984	0.031143	0.029582	0.025121	0.019702	0.025466	0.034345	0.020989	0.017466	0.022899	0.019314	0.016036
1744400065.872000	0.000048	0.000008	-0.000002	0.014795	0.016985	0.031159	0.029583	0.025130	0.019699	0.025470	0.034340	0.020990	0.017469	0.022912	0.019322	0.016055
1744400065.876000	0.000052	0.000004	-0.000002	0.014800	0.016985	0.031172	0.029586	0.025139	0.019706	0.025476	0.034339	0.020994	0.017469	0.022921	0.019332	0.016078
1744400065.880000	0.000047	0.000002	0.000005	0.014795	0.016997	0.031160	0.029589	0.025137	0.019708	0.025477	0.034339	0.020998	0.017468	0.022915	0.019329	0.016065
1744400065.884000	0.000060	0.000021	-0.000007	0.014797	0.016978	0.031145	0.029578	0.025127	0.019698	0.025465	0.034337	0.021002	0.017463	0.022896	0.019314	0.016048
1744400065.888000	0.000054	0.000019	-0.000007	0.014799	0.016979	0.031145	0.029576	0.025126	0.019691	0.025462	0.034330	0.021005	0.017465	0.022895	0.019311	0.016045
1744400065.892000	0.000044	0.000011	-0.000009	0.014806	0.016981	0.031159	0.029575	0.025134	0.019691	0.025463	0.034330	0.021008	0.017469	0.022908	0.019317	0.016069
