timestamp	ch1	ch2	ch3	ch4	ch5	ch6	ch7	ch8	ch9	ch10	ch11	ch12	ch13	ch14	ch15	ch16
1744400059.496000	0.000004	-0.000011	0.000010	0.014511	0.016317	0.030365	0.028720	0.024245	0.018989	0.024768	0.033641	0.020424	0.016737	0.022078	0.018467	0.015226
1744400059.500000	0.000008	-0.000017	0.000016	0.014508	0.016326	0.030356	0.028724	0.024243	0.018995	0.024776	0.033643	0.020423	0.016739	0.022071	0.018466	0.015218
1744400059.504000	0.000007	-0.000016	0.000010	0.014505	0.016317	0.030358	0.028719	0.024241	0.018989	0.024771	0.033639	0.020422	0.016738	0.022071	0.018462	0.015213
1744400059.508000	0.000007	-0.000011	0.000009	0.014507	0.016317	0.030367	0.028717	0.024243	0.018986	0.024762	0.033638	0.020424	0.016737	0.022079	0.018465	0.015228
1744400059.512000	-0.000001	-0.000011	0.000007	0.014504	0.016314	0.030373	0.028719	0.024251	0.018997	0.024775	0.033645	0.020427	0.016734	0.022083	0.018473	0.015231
1744400059.516000	0.000008	-0.000012	0.000013	0.014507	0.016323	0.030370	0.028727	0.024260	0.019009	0.024796	0.033653	0.020437	0.016737	0.022081	0.018477	0.015237
1744400059.520000	0.000009	-0.000013	0.000021	0.014504	0.016328	0.030359	0.028729	0.024254	0.019011	0.024793	0.033650	0.020431	0.016736	0.022073	0.018472	0.015221
1744400059.524000	0.000007	-0.000013	0.000016	0.014509	0.016327	0.030366	0.028734	0.024261	0.019023	0.024802	0.033650	0.020435	0.016740	0.022080	0.018481	0.015218
1744400059.528000	0.000003	-0.000016	0.000010	0.014508	0.016318	0.030374	0.028727	0.024262	0.019009	0.024793	0.033643	0.020437	0.016739	0.022084	0.018481	0.015234
1744400059.532000	0.000005	-0.000010	0.000009	0.014511	0.016317	0.030380	0.028723	0.024262	0.019003	0.024785	0.033643	0.020440	0.016738	0.022088	0.018482	0.015250
1744400059.536000	0.000005	-0.000009	0.000011	0.014508	0.016319	0.030372	0.028726	0.024261	0.018995	0.024788	0.033650	0.020442	0.016736	0.022084	0.018479	0.015234
1744400059.540000	0.000003	-0.000014	0.000011	0.014503	0.016320	0.030360	0.028727	0.024256	0.019001	0.024786	0.033646	0.020437	0.016734	0.022076	0.018475	0.015217
1744400059.544000	0.000004	-0.000008	0.000015	0.014508	0.016323	0.030367	0.028728	0.024257	0.019000	0.024790	0.033644	0.020437	0.016738	0.022080	0.018477	0.015218
1744400059.548000	-0.000002	-0.000015	0.000010	0.014509	0.016325	0.030378	0.028728	0.024262	0.019004	0.024793	0.033639	0.020432	0.016739	0.022088	0.018485	0.015218
1744400059.552000	-0.000003	-0.000016	0.000006	0.014511	0.016313	0.030381	0.028719	0.024261	0.018996	0.024789	0.033640	0.020429	0.016737	0.022087	0.018482	0.015225
1744400059.556000	0.000002	-0.000006	0.000010	0.014512	0.016313	0.030370	0.028718	0.024257	0.018987	0.024784	0.033639	0.020439	0.016738	0.022079	0.018476	0.015234
1744400059.560000	0.000003	-0.000009	0.000011	0.014506	0.016314	0.030359	0.028719	0.024249	0.018984	0.024770	0.033644	0.020439	0.016732	0.022070	0.018469	0.015227
1744400059.564000	0.000002	-0.000010	0.000012	0.014511	0.016317	0.030365	0.028720	0.024251	0.018987	0.024772	0.033646	0.020438	0.016736	0.022078	0.018472	0.015234
1744400059.568000	0.000002	-0.000011	0.000010	0.014511	0.016315	0.030379	0.028720	0.024256	0.018985	0.024773	0.033648	0.020437	0.016739	0.022089	0.018477	0.015242
1744400059.572000	-0.000003	-0.000014	0.000005	0.014511	0.016312	0.030384	0.028722	0.024260	0.018992	0.024781	0.033647	0.020440	0.016737	0.022092	0.018482	0.015244
1744400059.576000	0.000001	-0.000013	0.000009	0.014509	0.016320	0.030376	0.028729	0.024260	0.018999	0.024788	0.033655	0.020439	0.016737	0.022088	0.018479	0.015233
1744400059.580000	0.000002	-0.000010	0.000011	0.014510	0.016323	0.030365	0.028730	0.024257	0.018997	0.024788	0.033656	0.020441	0.016737	0.022082	0.018475	0.015226
1744400059.584000	0.000002	-0.000004	0.000013	0.014515	0.016323	0.030373	0.028733	0.024263	0.019000	0.024790	0.033653	0.020447	0.016738	0.022088	0.018480	0.015239
1744400059.588000	-0.000005	-0.000008	0.000005	0.014516	0.016316	0.030381	0.028726	0.024265	0.018996	0.024789	0.033648	0.020443	0.016737	0.022089	0.018481	0.015244
1744400059.592000	-0.000005	-0.000007	0.000005	0.014520	0.016317	0.030391	0.028727	0.024271	0.018994	0.024796	0.033646	0.020446	0.016737	0.022095	0.018483	0.015247
1744400059.596000	-0.000003	-0.000004	0.000008	0.014510	0.016319	0.030381	0.028730	0.024271	0.019002	0.024801	0.033651	0.020448	0.016736	0.022092	0.018484	0.015243
1744400059.600000	-0.000002	-0.000017	0.000007	0.014503	0.016322	0.030370	0.028734	0.024269	0.019014	0.024803	0.033657	0.020445	0.016732	0.022084	0.018482	0.015228
1744400059.604000	0.000000	-0.000011	0.000009	0.014507	0.016324	0.030379	0.028733	0.024275	0.018994	0.024807	0.033658	0.020448	0.016736	0.022093	0.018487	0.015227
